entropy,epoch,grad_norm,learning_rate,loss,mean_token_accuracy,num_tokens,step,eval_entropy,eval_loss,eval_mean_token_accuracy,eval_num_tokens,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.9616565227508544,0.0050062578222778474,2.063286542892456,5e-06,5.158082580566406,0.3384102150797844,55794.0,10,,,,,,,
1.987595158815384,0.010012515644555695,2.1318483352661133,1.0555555555555555e-05,5.032905197143554,0.3471950590610504,111638.0,20,,,,,,,
2.0801442146301268,0.015018773466833541,1.6422381401062012,1.6111111111111115e-05,4.6456653594970705,0.38526953011751175,167483.0,30,,,,,,,
2.169314277172089,0.02002503128911139,1.144039273262024,2.1666666666666667e-05,3.9651634216308596,0.469840832054615,223874.0,40,,,,,,,
2.3178969860076903,0.025031289111389236,0.8493589758872986,2.7222222222222223e-05,3.35042724609375,0.49080466032028197,279962.0,50,,,,,,,
2.39907888174057,0.030037546933667083,0.8087669014930725,3.277777777777778e-05,2.8443408966064454,0.5218337595462799,335994.0,60,,,,,,,
2.2375036478042603,0.03504380475594493,0.6668592095375061,3.8333333333333334e-05,2.3160219192504883,0.5865809381008148,391901.0,70,,,,,,,
1.9015594720840454,0.04005006257822278,0.4008423388004303,4.388888888888889e-05,1.9666015625,0.6319786965847015,447726.0,80,,,,,,,
1.8045914828777314,0.04505632040050062,0.2633901536464691,4.9444444444444446e-05,1.822402000427246,0.6471486330032349,503717.0,90,,,,,,,
1.7374411582946778,0.05006257822277847,0.2736165225505829,5.500000000000001e-05,1.7722536087036134,0.6545265525579452,559544.0,100,,,,,,,
1.7298694729804993,0.05506883604505632,0.1872805804014206,6.055555555555555e-05,1.744369888305664,0.6555507332086563,615845.0,110,,,,,,,
1.7276899993419648,0.060075093867334166,0.20697379112243652,6.611111111111111e-05,1.7332807540893556,0.6578017562627793,672227.0,120,,,,,,,
1.6881278216838838,0.06508135168961202,0.2062222808599472,7.166666666666667e-05,1.6974002838134765,0.6601155638694763,728020.0,130,,,,,,,
1.7025781393051147,0.07008760951188986,0.24661487340927124,7.722222222222223e-05,1.7180580139160155,0.6573127508163452,784460.0,140,,,,,,,
1.6714094638824464,0.07509386733416772,0.2208360731601715,8.277777777777778e-05,1.6776187896728516,0.6656475156545639,840643.0,150,,,,,,,
1.7081823587417602,0.08010012515644556,0.31822916865348816,8.833333333333333e-05,1.7187980651855468,0.6592232912778855,896857.0,160,,,,,,,
1.6788145542144775,0.0851063829787234,0.17795588076114655,9.388888888888889e-05,1.6750127792358398,0.6647561460733413,952790.0,170,,,,,,,
1.6702174365520477,0.09011264080100125,0.23297756910324097,9.944444444444446e-05,1.7010696411132813,0.6618961334228516,1008465.0,180,,,,,,,
1.6798806071281434,0.0951188986232791,0.20085196197032928,0.000105,1.6716598510742187,0.6668212443590165,1064987.0,190,,,,,,,
1.6995133876800537,0.10012515644555695,0.182508185505867,0.00011055555555555557,1.6923410415649414,0.6613525182008744,1121067.0,200,,,,,,,
,0.10012515644555695,,,,,,200,1.6798559098243713,1.6689749956130981,0.6662286286354064,1121067.0,92.9882,171.828,5.377
